,participant_id,Q1_province,Q1a_urban_rural,Q2_canadian_tenure,Q3_generation,Q5_identity_connection,Q11_tagline_text_combined,cleaned_text_tagline,main_topic_tagline,main_topic_label_tagline,main_topic_keywords_tagline,main_sentiment_tagline,main_topics_tagline,main_topic_keywords_tagline_list,count_tagline
914,800ccc3b-93f1-4923-9505-955256dd4f51,British Columbia,Urban (big city or downtown area),All my life,Boomer (born ~1946–1964),Very connected,the country that gets things done and stays friendly,country get thing done stay friendly,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Miscellaneous / Other, culture,1
914,800ccc3b-93f1-4923-9505-955256dd4f51,British Columbia,Urban (big city or downtown area),All my life,Boomer (born ~1946–1964),Very connected,the country that gets things done and stays friendly,country get thing done stay friendly,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Miscellaneous / Other, resource,1
915,f7d00ddf-9ed1-414c-b535-b80dd27c18e8,British Columbia,"Rural (small town, village, or countryside)",All my life,Millennial (born ~1981–1996),Not at all connected,I don’t really understand the question,dont really understand question,27,Understand & Question & Dont & Respond,"understand, question, dont, respond",POSITIVE,Miscellaneous / Other,understand,1
915,f7d00ddf-9ed1-414c-b535-b80dd27c18e8,British Columbia,"Rural (small town, village, or countryside)",All my life,Millennial (born ~1981–1996),Not at all connected,I don’t really understand the question,dont really understand question,27,Understand & Question & Dont & Respond,"understand, question, dont, respond",POSITIVE,Miscellaneous / Other, question,1
915,f7d00ddf-9ed1-414c-b535-b80dd27c18e8,British Columbia,"Rural (small town, village, or countryside)",All my life,Millennial (born ~1981–1996),Not at all connected,I don’t really understand the question,dont really understand question,27,Understand & Question & Dont & Respond,"understand, question, dont, respond",POSITIVE,Miscellaneous / Other, dont,1
915,f7d00ddf-9ed1-414c-b535-b80dd27c18e8,British Columbia,"Rural (small town, village, or countryside)",All my life,Millennial (born ~1981–1996),Not at all connected,I don’t really understand the question,dont really understand question,27,Understand & Question & Dont & Respond,"understand, question, dont, respond",POSITIVE,Miscellaneous / Other, respond,1
916,489b21aa-2664-4c8f-a165-0e7bf05841e7,British Columbia,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Very connected,I’m not sure,sure,2,Sure & Asking & Sorry & Fine,"sure, asking, sorry, fine",POSITIVE,Miscellaneous / Other,sure,1
916,489b21aa-2664-4c8f-a165-0e7bf05841e7,British Columbia,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Very connected,I’m not sure,sure,2,Sure & Asking & Sorry & Fine,"sure, asking, sorry, fine",POSITIVE,Miscellaneous / Other, asking,1
916,489b21aa-2664-4c8f-a165-0e7bf05841e7,British Columbia,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Very connected,I’m not sure,sure,2,Sure & Asking & Sorry & Fine,"sure, asking, sorry, fine",POSITIVE,Miscellaneous / Other, sorry,1
916,489b21aa-2664-4c8f-a165-0e7bf05841e7,British Columbia,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Very connected,I’m not sure,sure,2,Sure & Asking & Sorry & Fine,"sure, asking, sorry, fine",POSITIVE,Miscellaneous / Other, fine,1
917,a6cbb60a-8909-46d5-95ca-ff72a4300e60,Quebec,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Very connected,Thank you to Englishmen and Frenchmen and women who made our today Canada,thank englishman frenchman woman made today canada,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEUTRAL,Canada & National Identity,nation,1
917,a6cbb60a-8909-46d5-95ca-ff72a4300e60,Quebec,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Very connected,Thank you to Englishmen and Frenchmen and women who made our today Canada,thank englishman frenchman woman made today canada,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEUTRAL,Canada & National Identity, country,1
917,a6cbb60a-8909-46d5-95ca-ff72a4300e60,Quebec,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Very connected,Thank you to Englishmen and Frenchmen and women who made our today Canada,thank englishman frenchman woman made today canada,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEUTRAL,Miscellaneous / Other, culture,1
917,a6cbb60a-8909-46d5-95ca-ff72a4300e60,Quebec,Suburban (residential area near a city),All my life,Boomer (born ~1946–1964),Very connected,Thank you to Englishmen and Frenchmen and women who made our today Canada,thank englishman frenchman woman made today canada,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEUTRAL,Miscellaneous / Other, resource,1
918,09b2967c-af1e-49f3-815c-f7b264acb632,Quebec,Urban (big city or downtown area),All my life,Boomer (born ~1946–1964),Very connected,"A land of many voices, with one shared future.",land many voice one shared future,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Canada & National Identity,nation,1
918,09b2967c-af1e-49f3-815c-f7b264acb632,Quebec,Urban (big city or downtown area),All my life,Boomer (born ~1946–1964),Very connected,"A land of many voices, with one shared future.",land many voice one shared future,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Canada & National Identity, country,1
918,09b2967c-af1e-49f3-815c-f7b264acb632,Quebec,Urban (big city or downtown area),All my life,Boomer (born ~1946–1964),Very connected,"A land of many voices, with one shared future.",land many voice one shared future,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Miscellaneous / Other, culture,1
918,09b2967c-af1e-49f3-815c-f7b264acb632,Quebec,Urban (big city or downtown area),All my life,Boomer (born ~1946–1964),Very connected,"A land of many voices, with one shared future.",land many voice one shared future,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Miscellaneous / Other, resource,1
919,f114480e-68a7-4e1c-aac7-dc0db57d6070,Saskatchewan,Urban (big city or downtown area),All my life,Gen Z (born ~1997–2012),Somewhat connected,A place where every citizen can truly live a good life,place every citizen truly live good life,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Canada & National Identity,nation,1
919,f114480e-68a7-4e1c-aac7-dc0db57d6070,Saskatchewan,Urban (big city or downtown area),All my life,Gen Z (born ~1997–2012),Somewhat connected,A place where every citizen can truly live a good life,place every citizen truly live good life,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Canada & National Identity, country,1
919,f114480e-68a7-4e1c-aac7-dc0db57d6070,Saskatchewan,Urban (big city or downtown area),All my life,Gen Z (born ~1997–2012),Somewhat connected,A place where every citizen can truly live a good life,place every citizen truly live good life,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Miscellaneous / Other, culture,1
919,f114480e-68a7-4e1c-aac7-dc0db57d6070,Saskatchewan,Urban (big city or downtown area),All my life,Gen Z (born ~1997–2012),Somewhat connected,A place where every citizen can truly live a good life,place every citizen truly live good life,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Miscellaneous / Other, resource,1
920,7729f952-e723-4298-919d-6ea058793e6d,Saskatchewan,"Rural (small town, village, or countryside)",20+ years,Millennial (born ~1981–1996),Somewhat connected,A change of course from the status quo,change course status que,17,Change & Late & Time & Alongside,"change, late, time, alongside",NEUTRAL,Change & Progress,change,1
920,7729f952-e723-4298-919d-6ea058793e6d,Saskatchewan,"Rural (small town, village, or countryside)",20+ years,Millennial (born ~1981–1996),Somewhat connected,A change of course from the status quo,change course status que,17,Change & Late & Time & Alongside,"change, late, time, alongside",NEUTRAL,Miscellaneous / Other, late,1
920,7729f952-e723-4298-919d-6ea058793e6d,Saskatchewan,"Rural (small town, village, or countryside)",20+ years,Millennial (born ~1981–1996),Somewhat connected,A change of course from the status quo,change course status que,17,Change & Late & Time & Alongside,"change, late, time, alongside",NEUTRAL,Miscellaneous / Other, time,1
920,7729f952-e723-4298-919d-6ea058793e6d,Saskatchewan,"Rural (small town, village, or countryside)",20+ years,Millennial (born ~1981–1996),Somewhat connected,A change of course from the status quo,change course status que,17,Change & Late & Time & Alongside,"change, late, time, alongside",NEUTRAL,Miscellaneous / Other, alongside,1
921,5c6479b1-085b-4689-9023-7634f3a90767,New Brunswick,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),Somewhat connected,"We can't return to the past, we can recognize things that happened and don't need to erase or hide them.  We need to move forward together, treating our neighbour as we would like to be treated.",return past recognize thing happened dont need ease hide move forward together treating neighbour would like treated,1,Together & Reconciliation & Difference & Let,"together, reconciliation, difference, let",NEGATIVE,Miscellaneous / Other,together,1
921,5c6479b1-085b-4689-9023-7634f3a90767,New Brunswick,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),Somewhat connected,"We can't return to the past, we can recognize things that happened and don't need to erase or hide them.  We need to move forward together, treating our neighbour as we would like to be treated.",return past recognize thing happened dont need ease hide move forward together treating neighbour would like treated,1,Together & Reconciliation & Difference & Let,"together, reconciliation, difference, let",NEGATIVE,Miscellaneous / Other, reconciliation,1
921,5c6479b1-085b-4689-9023-7634f3a90767,New Brunswick,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),Somewhat connected,"We can't return to the past, we can recognize things that happened and don't need to erase or hide them.  We need to move forward together, treating our neighbour as we would like to be treated.",return past recognize thing happened dont need ease hide move forward together treating neighbour would like treated,1,Together & Reconciliation & Difference & Let,"together, reconciliation, difference, let",NEGATIVE,Miscellaneous / Other, difference,1
921,5c6479b1-085b-4689-9023-7634f3a90767,New Brunswick,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),Somewhat connected,"We can't return to the past, we can recognize things that happened and don't need to erase or hide them.  We need to move forward together, treating our neighbour as we would like to be treated.",return past recognize thing happened dont need ease hide move forward together treating neighbour would like treated,1,Together & Reconciliation & Difference & Let,"together, reconciliation, difference, let",NEGATIVE,Miscellaneous / Other, let,1
922,f72db986-161b-4017-bd01-7b7bf83ccdcf,Nova Scotia,"Rural (small town, village, or countryside)",20+ years,Boomer (born ~1946–1964),Not at all connected,There's always hope,always hope,14,Future & Bright & Hope & Building,"future, bright, hope, building",NEUTRAL,Hope & Future Outlook,future,1
922,f72db986-161b-4017-bd01-7b7bf83ccdcf,Nova Scotia,"Rural (small town, village, or countryside)",20+ years,Boomer (born ~1946–1964),Not at all connected,There's always hope,always hope,14,Future & Bright & Hope & Building,"future, bright, hope, building",NEUTRAL,Emotional & Aesthetic Values, bright,1
922,f72db986-161b-4017-bd01-7b7bf83ccdcf,Nova Scotia,"Rural (small town, village, or countryside)",20+ years,Boomer (born ~1946–1964),Not at all connected,There's always hope,always hope,14,Future & Bright & Hope & Building,"future, bright, hope, building",NEUTRAL,Hope & Future Outlook, hope,1
922,f72db986-161b-4017-bd01-7b7bf83ccdcf,Nova Scotia,"Rural (small town, village, or countryside)",20+ years,Boomer (born ~1946–1964),Not at all connected,There's always hope,always hope,14,Future & Bright & Hope & Building,"future, bright, hope, building",NEUTRAL,Growth & Prosperity, building,1
923,4a02db4a-d454-4363-b219-cc097c292d1f,Quebec,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),A little connected,"Canada,  where did we go wrong. ",canada go wrong,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEGATIVE,Canada & National Identity,canada,1
923,4a02db4a-d454-4363-b219-cc097c292d1f,Quebec,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),A little connected,"Canada,  where did we go wrong. ",canada go wrong,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEGATIVE,Canada & National Identity, canadian,1
923,4a02db4a-d454-4363-b219-cc097c292d1f,Quebec,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),A little connected,"Canada,  where did we go wrong. ",canada go wrong,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEGATIVE,Miscellaneous / Other, wa,1
923,4a02db4a-d454-4363-b219-cc097c292d1f,Quebec,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),A little connected,"Canada,  where did we go wrong. ",canada go wrong,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEGATIVE,Miscellaneous / Other, value,1
924,29b92b6e-df08-4b80-8035-67e89bc42392,Quebec,Suburban (residential area near a city),All my life,Silent Generation (born before 1946),Very connected,Be proud to be Canadian and do good deeds at being Canadian. No opposition between English and french,proud canadian good deed opposition english french,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",POSITIVE,Canada & National Identity,canada,1
